A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
4148,0,1,0,0,0,0,0,2,1,0,0,0,2,1,2,0,0,1,2,1
4149,0,0,0,0,0,0,2,0,1,1,0,0,2,1,0,0,0,2,1,2
4150,0,0,0,0,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0
4151,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,2,0,0
4152,0,0,1,0,0,2,2,0,2,0,0,1,0,0,0,0,1,0,2,0
4153,0,0,0,0,0,2,1,0,0,2,0,1,1,1,0,0,0,0,2,0
4154,0,0,0,0,0,2,2,2,2,0,0,1,2,1,0,0,1,2,0,2
4155,0,0,0,0,0,2,1,0,2,0,0,0,2,0,1,1,0,0,0,2
4156,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0
4157,0,0,0,0,1,0,1,2,2,0,0,0,1,1,1,0,0,0,0,0
4158,0,1,0,0,0,0,0,2,0,0,1,2,1,1,0,0,0,0,2,2
4159,0,1,0,0,0,0,0,2,1,1,2,0,1,2,2,0,1,0,0,1
4160,1,0,2,0,0,2,0,0,0,0,1,0,0,1,1,1,0,2,0,2
4161,0,2,0,0,0,1,2,1,1,2,0,0,0,2,0,0,0,1,0,2
4162,2,1,2,0,0,2,0,1,1,1,0,0,1,0,0,1,0,2,1,1
4163,0,0,0,0,0,2,0,0,0,0,0,1,2,0,2,1,0,0,0,0
4164,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,2,0,1,0,0
4165,2,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0
4166,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,1,0,0,0
4167,0,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4168,0,0,0,0,0,2,2,2,0,0,1,0,1,0,0,2,0,1,2,0
4169,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1,2,1,1,2,2
4170,1,0,0,2,2,1,0,2,0,1,0,1,0,2,0,1,2,0,2,2
4171,0,0,0,1,0,0,1,2,1,0,0,1,2,0,0,0,0,2,1,2
4172,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0
4173,1,0,2,0,0,2,0,1,2,2,0,0,2,0,1,0,2,0,1,2
4174,0,0,2,0,0,1,0,2,2,0,0,0,2,0,1,1,0,0,2,0
4175,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2
4176,1,0,1,0,2,0,1,0,1,1,1,1,0,0,0,0,1,2,0,0
4177,2,0,0,0,0,1,0,1,0,2,0,0,0,2,2,1,0,2,0,2
4178,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4179,1,1,2,1,0,0,2,0,2,2,1,0,0,2,0,0,0,1,0,0
4180,0,0,2,0,0,2,2,0,1,0,0,0,0,0,2,0,0,0,1,0
4181,0,1,0,0,1,0,0,0,2,1,0,0,0,2,0,0,1,2,2,0
4182,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0
4183,1,1,0,0,0,2,0,2,0,0,0,2,2,0,0,0,1,0,2,0
4184,1,2,0,0,1,0,2,0,2,2,0,0,2,0,2,0,0,0,0,1
4185,1,0,0,0,0,2,0,1,0,1,0,2,0,0,2,0,0,0,0,0
4186,0,2,1,2,0,2,0,2,0,0,0,1,2,0,2,0,1,1,0,2
4187,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,1,0
4188,1,0,0,0,0,2,0,0,1,2,2,2,2,0,0,2,1,1,1,0
4189,0,1,2,0,0,0,0,1,2,0,0,0,2,0,0,0,2,0,0,2
4190,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
4191,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,1
4192,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,0,1,2,0,2
4193,2,0,0,0,0,0,1,2,1,1,0,2,0,0,0,1,2,0,0,2
4194,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
4195,0,0,2,1,0,0,0,0,1,2,2,1,0,0,2,0,1,0,0,2
4196,2,2,0,0,0,0,0,1,1,0,0,0,0,2,2,0,1,0,0,1
4197,2,0,0,0,2,2,0,1,0,2,1,0,0,0,2,1,2,0,2,0
4198,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4199,0,0,0,2,0,2,0,1,1,0,2,1,0,2,0,1,2,2,1,0
4200,0,1,0,1,1,0,0,2,2,2,1,2,2,0,2,2,0,0,0,0
4201,1,1,2,0,0,0,0,0,2,1,1,1,2,2,0,0,0,0,2,0
4202,0,1,1,2,0,0,0,2,1,1,2,1,2,0,0,0,0,1,1,0
4203,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,2,0,2,0,0
4204,0,2,0,0,1,1,1,2,2,1,1,0,1,0,2,2,0,0,0,0
4205,0,1,1,0,0,1,0,0,0,2,2,0,0,1,2,2,0,0,2,0
4206,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,2,1,0
4207,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,2,0,2,0,1
4208,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,1
4209,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,2,2,2,0
4210,0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4211,0,0,0,0,2,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0
4212,0,2,2,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0
4213,0,2,1,2,0,1,2,0,0,2,0,1,0,2,0,0,1,1,0,0
4214,0,0,1,1,1,0,1,0,2,0,0,0,0,1,2,0,2,0,2,0
4215,0,2,1,0,2,2,1,2,2,0,0,0,1,1,0,2,0,2,0,0
4216,2,0,2,0,2,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0
4217,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,0
4218,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0
4219,0,0,2,0,1,2,2,1,0,1,2,0,0,0,0,0,1,2,0,0
4220,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4221,0,0,0,0,2,0,0,2,2,0,1,1,0,0,0,0,0,0,2,0
4222,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2
4223,2,2,0,2,0,2,1,0,0,1,0,0,1,2,1,0,0,1,0,0
4224,0,1,0,1,1,0,2,1,0,2,2,0,1,0,0,0,1,0,0,0
4225,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2
4226,0,0,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0
4227,2,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0
4228,1,0,0,0,1,2,0,0,1,2,1,0,0,1,2,0,0,0,0,0
4229,0,0,0,0,2,0,1,2,0,0,1,0,1,1,0,1,1,2,0,2
4230,2,1,0,0,0,0,1,1,0,0,0,2,0,0,0,2,2,1,0,0
4231,0,0,1,0,1,0,1,0,0,0,0,1,2,2,0,1,0,0,2,0
4232,1,0,0,0,0,0,2,2,2,0,0,0,1,0,2,2,0,2,0,0
4233,2,0,0,0,0,1,1,1,0,2,0,2,0,1,0,0,0,2,2,2
4234,0,2,1,0,0,0,2,2,0,0,0,0,1,1,0,0,0,1,2,1
4235,0,0,2,0,2,0,2,0,0,2,2,1,0,1,0,0,1,0,0,0
4236,2,2,2,0,0,0,1,0,2,0,0,0,0,1,0,2,2,0,0,0
4237,1,1,0,1,1,2,0,1,0,1,0,0,2,0,2,0,0,1,0,2
4238,0,0,0,0,0,2,0,0,0,2,0,2,0,2,1,0,1,0,0,0
4239,0,0,1,0,2,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0
4240,2,1,2,2,0,0,2,0,2,0,0,0,0,2,0,2,2,0,0,0
4241,0,1,0,1,0,2,0,0,0,1,0,1,2,0,0,1,0,0,0,0
4242,0,0,2,2,1,1,0,0,2,1,1,0,0,0,1,0,1,0,0,0
4243,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
4244,0,0,0,0,1,0,1,2,0,0,2,1,0,0,0,0,2,0,2,0
4245,0,2,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
4246,0,1,0,0,0,2,2,1,2,0,0,2,0,0,0,1,0,0,1,0
4247,2,2,0,0,2,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0
4248,0,0,2,1,0,2,1,0,2,2,0,0,1,0,0,2,1,1,0,0
4249,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,2,0,0,0,1
4250,2,0,1,2,0,2,1,0,0,2,0,0,0,0,1,2,1,0,1,0
4251,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,2,0
4252,2,0,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,2,0
4253,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,1,0
4254,2,2,1,0,0,0,0,0,0,2,0,0,1,2,0,0,2,2,2,0
4255,1,2,0,0,0,0,2,0,2,0,0,1,1,0,2,0,1,1,0,0
4256,2,2,0,0,0,0,1,0,0,0,2,0,0,0,2,1,2,0,0,0
4257,0,1,0,2,0,0,0,2,0,2,0,0,1,1,1,2,1,2,0,2
4258,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4259,1,0,0,2,0,2,1,2,2,0,0,0,2,0,0,0,0,0,2,0
4260,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2
4261,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
4262,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,2,2,0,1
4263,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,2,1,0,2,0
4264,1,0,0,0,2,1,1,0,0,1,0,0,1,2,0,0,0,1,2,0
4265,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0
4266,2,1,0,2,0,2,1,1,0,0,0,0,2,0,1,0,2,0,1,0
4267,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,1,0
4268,1,1,0,0,2,2,1,0,1,1,0,1,0,0,0,2,2,1,0,2
4269,0,0,1,0,0,0,1,0,2,1,0,0,2,1,0,0,2,0,0,0
4270,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,2,0
4271,1,1,1,1,0,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0
4272,1,1,2,0,0,0,1,0,2,2,0,0,0,1,1,0,0,0,1,2
4273,0,0,0,0,0,0,1,0,0,1,0,1,2,2,2,0,0,2,0,0
4274,1,2,1,1,0,2,0,0,2,1,0,0,2,0,2,0,1,2,2,0
4275,2,2,0,0,2,2,0,2,1,0,1,0,1,1,0,0,0,0,1,0
4276,0,0,0,0,0,1,2,0,1,0,0,0,2,0,1,1,2,0,0,0
4277,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,2
4278,0,0,0,0,1,0,0,2,0,1,0,0,0,1,2,0,0,0,1,2
4279,0,1,0,0,2,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0
4280,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,1,0
4281,2,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,0
4282,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
4283,0,0,1,2,0,2,1,1,0,0,1,0,2,0,1,0,0,0,1,2
4284,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0
4285,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0
4286,0,2,2,0,0,1,1,2,1,2,0,0,0,0,0,1,0,2,2,2
4287,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4288,0,0,2,0,1,2,0,0,0,1,0,0,2,0,1,0,0,0,1,0
4289,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
4290,0,2,0,2,1,0,0,2,1,0,1,2,0,0,0,1,0,2,0,0
4291,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,2
4292,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,2,0
4293,1,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,1,1,0
4294,2,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0,2,2
4295,0,0,2,1,2,0,0,1,1,1,2,0,0,0,1,0,1,0,0,1
4296,0,0,0,0,0,2,0,2,0,1,0,1,2,2,0,2,1,0,0,0
4297,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
4298,1,1,0,0,2,0,2,0,2,2,1,0,0,0,0,0,2,0,0,2
4299,0,2,0,0,2,1,0,2,0,0,1,0,0,0,0,2,0,2,1,2
4300,0,1,0,0,0,2,2,0,0,0,1,0,1,0,0,2,1,0,2,2
4301,2,0,1,1,2,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0
4302,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0
4303,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
4304,0,1,1,0,1,1,0,0,0,1,1,1,2,0,0,1,0,0,1,2
4305,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,2,1,0,0,0
4306,1,0,1,0,0,0,0,2,1,1,0,2,0,2,0,0,1,0,0,0
4307,1,0,0,0,2,1,0,0,0,1,2,0,0,2,0,1,1,2,0,0
4308,0,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,2
4309,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0
4310,0,0,0,0,0,2,0,0,1,0,1,0,2,1,0,0,0,1,2,0
4311,0,0,0,2,2,0,1,0,2,1,1,0,0,1,0,0,0,2,0,2
4312,2,0,0,0,0,0,0,2,1,2,2,1,2,2,1,1,0,0,2,0
4313,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,2,0
4314,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,2,0,0,2,0
4315,0,2,0,0,0,2,0,0,0,1,0,0,2,1,0,1,0,2,0,2
4316,0,0,0,2,0,1,2,2,0,0,0,0,0,2,2,0,0,0,1,1
4317,0,2,0,0,0,0,0,1,2,0,1,0,1,1,0,1,2,2,1,2
4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
4319,2,2,2,0,2,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0
4320,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,1,2
4321,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0
4322,0,0,1,0,0,0,0,0,2,2,0,0,2,1,0,0,0,1,2,1
4323,0,2,0,0,2,0,1,0,0,1,0,0,2,2,2,2,0,0,2,0
4324,0,2,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,2,0,0
4325,0,2,0,0,1,2,0,0,1,0,0,0,2,1,0,0,2,2,2,0
4326,0,0,1,0,0,0,1,0,0,0,2,2,2,1,2,0,2,0,2,0
4327,0,0,0,1,1,2,0,1,1,0,0,2,2,2,0,2,0,2,2,0
4328,1,1,1,2,0,1,2,0,0,1,2,0,1,0,1,0,2,0,0,0
4329,0,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0
4330,0,2,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0
4331,1,0,0,2,0,0,2,2,0,1,0,1,2,1,0,0,0,0,0,2
4332,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,1,2,0,0,0
4333,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,1,1,0,0
4334,2,0,0,0,1,1,1,1,0,0,2,0,1,2,1,0,0,2,2,0
4335,1,1,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,2
4336,2,1,0,0,0,0,1,2,2,1,0,0,0,0,2,2,0,0,0,1
4337,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0
4338,1,0,0,0,1,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0
4339,1,1,2,0,0,0,1,0,2,0,0,0,0,1,1,0,1,1,2,0
4340,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4341,0,0,0,0,0,0,2,2,1,0,2,2,0,0,0,1,2,0,0,2
4342,0,2,2,0,1,2,2,1,0,0,1,0,2,0,0,2,0,2,0,0
4343,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,1,2,0,1,2
4344,2,0,2,0,0,0,0,1,0,2,0,0,1,0,2,2,0,0,2,0
4345,2,0,0,0,2,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0
4346,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,2,2
4347,0,2,1,0,0,2,2,0,0,2,2,0,2,1,0,0,1,0,0,2
4348,0,2,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0
4349,0,0,2,1,0,0,0,0,2,1,1,0,1,0,0,2,0,1,0,1
4350,1,2,2,0,2,0,0,1,0,0,2,2,1,0,0,0,0,0,0,2
4351,2,2,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
4352,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,0,1
4353,1,0,1,2,0,0,0,0,1,2,2,1,0,2,1,0,0,2,0,0
4354,0,0,0,0,0,2,2,0,0,0,2,0,2,1,0,0,1,0,0,0
4355,2,0,0,0,0,0,2,1,0,1,1,0,0,0,0,2,2,1,1,2
4356,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
4357,0,1,2,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1
4358,0,0,0,2,1,0,0,1,0,0,0,0,0,1,2,1,1,2,0,1
4359,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,1,1,0
4360,0,0,0,0,2,0,0,0,0,1,0,0,2,2,0,1,1,0,0,2
4361,1,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0
4362,0,1,2,2,0,0,0,0,1,0,0,0,2,0,0,0,2,0,2,2
4363,1,0,1,0,1,2,2,0,2,2,0,0,2,0,1,2,0,0,0,0
4364,2,0,0,0,0,0,0,0,0,2,2,1,0,2,2,0,2,0,1,2
4365,0,1,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0
4366,2,2,0,2,0,2,1,0,0,1,0,2,1,1,2,2,0,0,2,0
4367,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1
4368,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0
4369,0,0,1,2,1,0,1,1,0,1,0,0,0,2,1,0,1,0,1,0
4370,1,2,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,1
4371,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
4372,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0
4373,1,2,0,0,1,0,1,2,2,2,1,0,2,1,0,0,1,0,0,0
4374,2,1,0,2,0,2,0,2,0,2,2,0,0,2,1,2,0,1,2,2
4375,0,0,1,0,0,0,2,1,0,0,2,0,0,2,0,0,0,2,2,0
4376,2,0,0,0,0,0,1,1,2,0,0,1,1,0,1,0,2,0,2,0
4377,2,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,0
4378,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
4379,2,0,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,0,2,1
4380,0,0,2,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0
4381,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,2,2,0
4382,1,1,2,0,0,0,0,1,2,1,1,0,0,2,0,0,0,0,0,0
4383,2,2,0,0,2,0,2,2,0,1,0,0,0,0,2,0,0,0,2,2
4384,0,1,2,0,0,2,0,0,2,0,2,1,2,1,0,0,1,0,1,1
4385,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2
4386,0,2,0,2,1,0,0,1,0,2,0,0,2,1,0,1,0,1,2,0
4387,0,0,2,0,1,0,1,0,0,0,2,0,2,2,1,0,1,0,2,0
4388,0,0,2,0,2,1,0,0,2,0,0,0,1,2,0,0,1,0,0,0
4389,0,0,1,0,0,0,1,0,1,2,1,0,0,1,0,1,0,0,2,2
4390,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0
4391,2,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,0,1,0,1
4392,1,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,1
4393,1,2,0,1,0,0,1,2,1,1,0,0,0,2,2,0,0,2,0,0
4394,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,2
4395,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1
4396,1,0,0,0,2,2,0,2,1,0,0,0,2,2,0,2,1,2,0,0
4397,1,0,1,1,0,2,0,0,2,2,0,0,1,2,2,0,0,1,2,0
4398,0,2,0,2,0,2,2,1,0,0,2,0,1,1,2,0,0,2,0,2
4399,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,2,1,2,0
4400,0,0,0,2,0,2,0,2,0,2,0,2,1,0,1,0,1,2,0,0
4401,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,1
4402,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,1,1,0,0,0
4403,0,2,1,2,1,0,0,2,0,2,2,0,0,2,0,0,0,0,2,2
4404,0,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,1,0
4405,2,0,0,0,1,2,1,2,2,0,1,1,2,2,0,0,0,0,0,0
4406,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0
4407,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0
4408,0,2,0,0,1,1,2,0,1,0,2,1,2,2,2,2,1,2,0,1
4409,0,2,0,2,1,0,0,1,2,1,0,2,0,0,1,0,2,2,0,0
4410,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,2
4411,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0
4412,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0
4413,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,1,0,1,0
4414,1,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,2,0
4415,0,1,0,0,0,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0
4416,2,2,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,2,1
4417,0,0,0,2,0,2,2,2,1,0,0,2,2,2,0,0,2,0,0,0
4418,0,0,0,2,0,0,2,1,0,0,1,0,0,0,2,0,0,0,2,2
4419,2,1,1,2,0,0,2,0,1,0,1,2,1,2,0,0,0,2,2,0
4420,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2
4421,0,0,0,0,0,0,2,0,2,0,0,2,0,2,1,0,0,0,1,2
4422,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,2,0,2
4423,0,2,0,0,0,0,1,2,2,0,0,0,1,1,2,0,0,0,2,0
4424,0,0,2,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0
4425,0,0,2,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0
4426,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
4427,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,1,0,2,0,0
4428,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4429,0,2,0,1,2,2,1,0,0,2,2,0,0,1,0,0,1,1,0,0
4430,2,0,0,0,2,2,2,0,1,2,0,0,0,0,0,1,0,0,0,0
4431,0,2,1,0,0,0,0,1,2,1,2,2,0,1,0,2,0,1,0,0
4432,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0
4433,0,0,0,0,0,2,1,2,1,2,2,0,0,0,0,2,2,2,0,0
4434,0,1,0,0,0,2,1,0,2,0,0,2,2,0,0,1,0,2,0,0
4435,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1
4436,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2
4437,1,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1,2,0
4438,1,0,0,0,2,1,1,1,0,2,0,2,1,0,0,0,1,0,2,0
4439,1,0,2,0,0,2,0,2,0,2,1,0,0,0,0,1,1,0,2,0
4440,2,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,0,0
4441,1,0,0,0,1,0,1,0,0,1,2,2,0,0,0,2,0,1,0,0
4442,0,2,0,2,0,0,1,0,0,1,2,1,0,0,1,0,0,2,0,0
4443,1,1,0,1,0,2,1,0,2,2,0,0,2,0,2,0,0,1,2,0
4444,1,0,0,2,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0
4445,1,0,1,0,1,0,0,0,1,2,0,1,0,0,0,2,0,0,2,2
4446,2,0,0,2,0,2,2,1,2,0,0,0,1,0,0,0,0,2,2,0
4447,2,0,0,0,0,2,1,1,1,0,2,0,1,2,1,2,2,1,0,2
4448,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
4449,0,2,0,2,0,0,0,2,1,2,2,0,2,2,0,0,2,0,2,2
4450,2,0,0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0
4451,0,0,1,1,0,0,2,1,0,2,0,0,2,0,2,0,0,0,2,0
4452,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,2
4453,0,1,2,0,0,0,0,0,0,2,0,2,1,0,0,0,1,1,0,0
4454,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2
4455,2,1,2,1,0,1,0,0,1,2,2,1,0,0,0,0,1,0,1,0
4456,2,2,0,0,1,0,2,1,1,0,2,0,0,0,1,2,0,1,2,0
4457,2,0,0,0,2,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0
4458,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4459,1,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,2,2,0,2
4460,2,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
4461,0,2,1,0,0,2,0,2,0,0,0,0,1,0,0,2,1,0,0,2
4462,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,2,1,0,2,0
4463,2,0,0,0,1,2,1,1,1,0,0,2,2,2,0,0,0,0,0,1
4464,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,2,0,0,2,0
4465,2,2,0,0,0,0,0,2,2,0,0,0,2,1,2,0,0,0,0,1
4466,0,1,2,0,1,2,0,1,0,0,2,0,0,0,0,1,0,0,2,0
4467,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,1,2,0,2
4468,1,2,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0
4469,0,0,1,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0
4470,1,0,0,1,0,0,0,1,2,0,0,0,1,0,0,2,2,0,0,0
4471,2,0,0,0,1,0,1,0,0,2,0,0,1,2,0,2,0,2,0,0
